,genus,species,NCBI tax ID,motility,gram stain,range,optimum,GC-content,oxygen tolerance,Total samples,soil counts,aquatic counts,plant counts,metabolite,is antibiotic,is resistant
0,Alistipes,Alistipes putredinis,"[445970, 445970, 445970]",,,37,,"['55', '53.3', '55', '53.3']",anaerobe,251618.0,2823.0,12321.0,821.0,,,
0,Salinivirga,Salinivirga cyanobacteriivorans,"[1307839, 1307839, 1307839, 1307839, 192954]",,['negative'],35,,"['39.0', '39', '39.0']",anaerobe,4650.0,195.0,2577.0,48.0,,,
0,Parabacteroides,Parabacteroides hominis,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides goldsteinii,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides chongii,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides acidifaciens,2290935,,,,,45.9,,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,,144616.0,940.0,2426.0,444.0,,,
0,Parabacteroides,Parabacteroides gordonii,,,,,,42.3,,17375.0,84.0,362.0,61.0,,,
0,Parabacteroides,Parabacteroides gordonii,,,,,,45.2,,17375.0,84.0,362.0,61.0,,,
0,Parabacteroides,Parabacteroides merdae,,,,,,,,300697.0,3196.0,11747.0,969.0,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,75519.0,356.0,1082.0,184.0,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,75519.0,356.0,1082.0,184.0,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,53492.0,266.0,677.0,160.0,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,53492.0,266.0,677.0,160.0,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,75519.0,356.0,1082.0,184.0,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,823,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,823,,,,,,,38542.0,88.0,390.0,40.0,,,
0,Parabacteroides,Parabacteroides merdae,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides gordonii,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides goldsteinii,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides distasonis,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides sp.,,,,,,,,,,,,,,
0,Parabacteroides,Parabacteroides merdae,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides merdae,,,,,,,anaerobe,,,,,,,
0,Parabacteroides,Parabacteroides faecis,"[1217282, 1217282, 1217282, 1217282, 1217282, 1313, 562]",,,37,,"['41.8', '41.8']",anaerobe,882.0,2.0,3.0,3.0,,,
0,Parabacteroides,Parabacteroides goldsteinii,,,,,,,anaerobe,44730.0,236.0,744.0,150.0,,,
0,Parabacteroides,Parabacteroides distasonis,"[823, 2030927]",,,,,,anaerobe,75519.0,356.0,1082.0,184.0,,,
0,Parabacteroides,Parabacteroides chinchillae,"[871327, 871327, 871327, 28901]",no,negative,37,37,"['42.8', '42.8']","['anaerobe', 'anaerobe', 'anaerobe']",2550.0,27.0,50.0,8.0,,,
0,Parabacteroides,Parabacteroides chartae,"[1037355, 1037355, 1037355, 28901]",no,negative,37,36,"['37.2', '37.2']","['anaerobe', 'anaerobe']",19129.0,798.0,8663.0,200.0,,,
0,Parabacteroides,Parabacteroides gordonii,"[1203610, 1203610, 1203610, 1203610, 1203610, 1203610, 2044939, 2030927, 2030927, 244328, 244328, 297314]",no,negative,37,,"['44.6', '44.6']","['anaerobe', 'anaerobe', 'anaerobe']",17375.0,84.0,362.0,61.0,,,
0,Parabacteroides,Parabacteroides goldsteinii,"[927665, 927665, 927665, 927665, 927665, 927665, 1773, 1280, 1639]",,['negative'],37,,"['43', '43', '43.0']","['anaerobe', 'anaerobe', 'anaerobe']",141503.0,1445.0,3273.0,557.0,,,
0,Parabacteroides,Parabacteroides merdae,"[46503, 411477, 46503, 46503, 411477, 411477, 411477, 1352, 573, 77133, 297314]",,,37,,"['44', '45.3', '44']","['anaerobe', 'anaerobe']",300697.0,3196.0,11747.0,969.0,,,
0,Parabacteroides,Parabacteroides johnsonii,"[537006, 537006, 537006, 537006, 1773, 1639, 28901]",no,negative,37,,"['47.6', '45.2', '47.6']","['anaerobe', 'anaerobe', 'anaerobe']",70244.0,461.0,2276.0,159.0,,,
0,Parabacteroides,Parabacteroides distasonis,"[435591, 435591, 435591, 435591, 823, 435591, 823, 435591, 435591, 823, 470, 470, 573, 1639, 573, 297314]",,,37,,"['44.0', '45.1', '44']","['anaerobe', 'anaerobe']",,,,,,,
0,Tannerella,Tannerella serpentiformis,712710,,,,,56.5,,51636.0,761.0,909.0,293.0,,,
0,Tannerella,Tannerella serpentiformis,,,,,,,,51636.0,761.0,909.0,293.0,,,
0,Tannerella,Tannerella serpentiformis,,,,,,,,51636.0,761.0,909.0,293.0,,,
0,Tannerella,Tannerella forsythia,,,,,,,anaerobe,,,,,,,
0,Tannerella,Tannerella forsythia,,,,,,,anaerobe,,,,,,,
0,Tannerella,Tannerella forsythia,"[28112, 1307832, 203275, 1307833, 28112, 28112, 203275, 203275, 28112]",,,37,,46,anaerobe,74340.0,571.0,902.0,260.0,,,
0,Tannerella,Tannerella forsythia,,,,,,,,,,,,,,
0,Tannerella,Tannerella forsythia,"[28112, 28112]",,,,,,,,,,,,,
0,Tenuifilum,Tenuifilum thalassicum,,,,,,,,,,,,,,
0,Labilibaculum,Labilibaculum antarcticum,"[1717717, 1717717]",yes,negative,0-25,18-22,36,facultative anaerobe,791.0,14.0,765.0,8.0,,,
0,Labilibaculum,Labilibaculum euxinus,2686357,,,,,36.2,,,,,,,,
0,Labilibaculum,Labilibaculum filiforme,,,,,,36.4,,1250.0,41.0,1172.0,1.0,,,
0,Labilibaculum,Labilibaculum filiforme,,,,,,35.6,,1250.0,41.0,1172.0,1.0,,,
0,Labilibaculum,Labilibaculum filiforme,"[1940526, 1940526]",,,25,,"['35.8', '35.4', '35.4']",,1250.0,41.0,1172.0,1.0,,,
0,Labilibaculum,Labilibaculum manganireducens,"[1940525, 1940525]",,,25,,"['36.7', '36.3', '36.3']",,,,,,,,
0,Alkaliflexus,Alkaliflexus imshenetskii,,,,,,,,,,,,,,
0,Alkaliflexus,Alkaliflexus imshenetskii,,,,,,,,,,,,,,
0,Alkaliflexus,Alkaliflexus imshenetskii,,,,,,,,,,,,,,
0,Alkaliflexus,Alkaliflexus imshenetskii,,,,,,,,,,,,,,
0,Alkaliflexus,Alkaliflexus imshenetskii,"[927658, 927658, 927658]",yes,negative,,,"['44.3', '42.7']","['microaerotolerant', 'anaerobe']",3007.0,105.0,213.0,70.0,,,
0,Alkalitalea,Alkalitalea saponilacus,"[889453, 889453, 889453, 889453, 2760005]",yes,positive,08-40,36,"['39.5', '39.5']","['anaerobe', 'anaerobe']",214.0,31.0,80.0,11.0,,,
0,Draconibacterium,Draconibacterium sediminis,1544798,,,,,,,981.0,69.0,811.0,13.0,,,
0,Draconibacterium,Draconibacterium mangrovi,2697469,,,,,,,,,,,,,
0,Draconibacterium,Draconibacterium filum,,,,,,44.7,,981.0,69.0,811.0,13.0,,,
0,Draconibacterium,Draconibacterium sp.,,,,30,,,,,,,,,,
0,Draconibacterium,Draconibacterium orientale,"[1168034, 1168034, 1168034, 1168034, 1168034, 2051956]",,,,,42.0,,1026.0,83.0,891.0,22.0,,,
0,Maribellus,Maribellus maritimus,"[2870838, 1913989, 2030927]",,,,,,,,,,,,,
0,Maribellus,Maribellus sediminis,2696285,,,,,,,,,,,,,
0,Maribellus,Maribellus luteus,"[2305463, 2305463]",no,negative,20-40,33,41.4,facultative anaerobe,,,,,"['chloramphenicol', 'carbenicillin', 'penicillin', 'ceftriaxone', 'clarithromycin', 'erythromycin', 'ampicillin', 'lincomycin', 'rifampicin', 'cefotaxime sodium', 'ofloxacin', 'gentamicin', 'tetracycline', 'kanamycin', 'tobramycin', 'vancomycin', 'neomycin', 'norfloxacin', 'streptomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Arachidicoccus,Arachidicoccus terrestris,"[2875539, 2893018, 1042321]",,,,,,,,,,,,,
0,Arachidicoccus,Arachidicoccus rhizosphaerae,551991,,,,,,,,,,,,,
0,Arachidicoccus,Arachidicoccus soli,2341117,,,,,,,,,,,,,
0,Arachidicoccus,Arachidicoccus ginsenosidivorans,496057,"['no', 'no']","['negative', 'negative']",30,30,"['39.4', '39.4']","['aerobe', 'aerobe']",536.0,209.0,83.0,163.0,,,
0,Chitinophaga,Chitinophaga hostae,2831022,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga solisilvae,1233460,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga flava,"[2259036, 319705]",,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga polysaccharea,,,,,,,,9.0,4.0,3.0,2.0,,,
0,Chitinophaga,Chitinophaga ginsengihumi,,,,,,,,7395.0,5330.0,163.0,1747.0,,,
0,Chitinophaga,Chitinophaga vietnamensis,,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga rhizophila,2866212,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga barathri,"[1647451, 1647451]",,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga caseinilytica,,,,,,,,3648.0,2519.0,347.0,579.0,,,
0,Chitinophaga,Chitinophaga silvatica,"[2282649, 1193055]",,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga fulva,2728842,,,,,,,86.0,18.0,2.0,63.0,,,
0,Chitinophaga,Chitinophaga oryzae,2725414,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga tropicalis,"[2683588, 742823]",,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga lutea,"[2488634, 2488634]",no,negative,16-40,28,55,aerobe,,,,,,,
0,Chitinophaga,Chitinophaga deserti,"[2164099, 2164099]",no,negative,10-37,28-30,50.5,obligate aerobe,3648.0,2519.0,347.0,579.0,,,
0,Chitinophaga,Chitinophaga alhagiae,"[2203219, 2203219, 2203219, 2203219]",,negative,20-45,28,53.4,aerobe,,,,,,,
0,Chitinophaga,Chitinophaga silvisoli,"[2291814, 2291814, 2291814, 60133]",yes,negative,15-40,30,44.7,aerobe,,,,,,,
0,Chitinophaga,Chitinophaga solisilvae,1233460,,,28,,"['48.5', '48.6']",,,,,,,,
0,Chitinophaga,Chitinophaga salinisoli,,,,,,51.6-54.8,,73.0,58.0,5.0,9.0,,,
0,Chitinophaga,Chitinophaga qingshengii,"[1569794, 1569794, 1569794, 1074079]",,,,,48.8,,117.0,67.0,13.0,10.0,,,
0,Chitinophaga,Chitinophaga arvensicola,,,,,,45,,,,,,,,
0,Chitinophaga,Chitinophaga arvensicola,,,,,,43.3,,,,,,,,
0,Chitinophaga,Chitinophaga arvensicola,,,,,,45.5,,,,,,,,
0,Chitinophaga,Chitinophaga arvensicola,,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga arvensicola,,,,,,45.3,,,,,,,,
0,Chitinophaga,Chitinophaga arvensicola,,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga arvensicola,,,,,,45.5,,,,,,,,
0,Chitinophaga,Chitinophaga taiwanensis,,,,,,53-53.8,,669.0,265.0,26.0,268.0,,,
0,Chitinophaga,Chitinophaga sp.,,,,,,,,1456.0,398.0,375.0,263.0,,,
0,Chitinophaga,Chitinophaga sp.,,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga sp.,,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga caeni,2029983,,negative,30,30,42.50,"['obligate aerobe', 'aerobe']",,,,,"['gentamicin', 'penicillin g', 'kanamycin', 'chloramphenicol', 'tetracycline', 'vancomycin', 'rifampicin', 'streptomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes']"
0,Chitinophaga,Chitinophaga parva,"[2169414, 2169414]",no,negative,20-45,30-35,52.4,aerobe,163.0,58.0,3.0,95.0,,,
0,Chitinophaga,Chitinophaga varians,"[2202339, 2202339, 37636]","['yes', 'yes', 'no']","['negative', 'negative', 'negative']",28,28-30,"['50.7', '50.7']","['aerobe', 'aerobe']",190.0,67.0,49.0,45.0,,,
0,Chitinophaga,Chitinophaga humicola,,no,negative,30,25-35,52.1,aerobe,,,,,,,
0,Chitinophaga,Chitinophaga sp.,,,,,,,aerobe,,,,,,,
0,Chitinophaga,Chitinophaga sedimenti,"[2033606, 28038]","['no', 'no']","['negative', 'negative']",30,30,"['50.5', '49.5-51.5']",aerobe,2809.0,1550.0,652.0,392.0,"['kanamycin', 'streptomycin', 'ampicillin', 'spectinomycin', 'neomycin', 'amikacin', 'gentamicin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Chitinophaga,Chitinophaga rhizosphaerae,"[1864947, 1864947]",,negative,30,28,"['53.6', '53.6']",aerobe,3648.0,2519.0,347.0,579.0,,,
0,Chitinophaga,Chitinophaga sancti,,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga sancti,,,,,,,,,,,,,,
0,Chitinophaga,Chitinophaga costaii,"[1335309, 1335309, 1335309, 1335309]",,,30,26-30,,,40.0,18.0,,19.0,,,
0,Chitinophaga,Chitinophaga cymbidii,,"['no', 'no']","['negative', 'negative']",28-30,28,51.9,"['aerobe', 'aerobe']",1251.0,806.0,109.0,129.0,,,
0,Chitinophaga,Chitinophaga oryziterrae,"[1031224, 1031224, 132474]",no,negative,30,27.5,"['41.3', '41.3']",aerobe,1330.0,1117.0,60.0,114.0,,,
0,Chitinophaga,Chitinophaga dinghuensis,"[1539050, 1539050, 1539050, 45972]",,,,,43.1,,29.0,20.0,3.0,5.0,,,
0,Chitinophaga,Chitinophaga jiangningensis,"[1419482, 1419482, 1419482, 107401]",,,30,,,,675.0,287.0,309.0,63.0,,,
0,Chitinophaga,Chitinophaga eiseniae,"[634771, 634771, 634771, 42906]",,,,,48.9,,190.0,67.0,49.0,45.0,,,
0,Chitinophaga,Chitinophaga sp.,,,,,,,,1044.0,661.0,31.0,277.0,,,
0,Chitinophaga,Chitinophaga rupis,"[573321, 573321, 573321, 582]",no,negative,20-37,,"['48.7', '48.7']",aerobe,7124.0,4639.0,153.0,2092.0,,,
0,Chitinophaga,Chitinophaga niastensis,"[536980, 536980, 536980, 1694]",no,negative,30,28,"['43', '43']",aerobe,25.0,12.0,,10.0,,,
0,Chitinophaga,Chitinophaga niabensis,"[536979, 536979, 536979, 1280683]",no,negative,30,28-30,"['47', '47']",aerobe,4058.0,2344.0,954.0,389.0,,,
0,Chitinophaga,Chitinophaga terrae,"[408074, 408074, 408074, 546]","['no', 'no']","['negative', 'negative']",30,,"['46.3', '46.3']","['aerobe', 'aerobe']",104.0,48.0,4.0,10.0,,,
0,Chitinophaga,Chitinophaga skermanii,"[331697, 331697, 331697, 1589]",,,30,,,aerobe,,,,,,,
0,Chitinophaga,Chitinophaga ginsengisegetis,"[393003, 393003, 393003, 2798484]","['no', 'no']","['negative', 'negative']",30,23,47.1,"['aerobe', 'aerobe']",406.0,321.0,35.0,39.0,,,
0,Chitinophaga,Chitinophaga ginsengisoli,"[363837, 363837, 363837, 2052684]",['no'],['negative'],30,,48.4,aerobe,392.0,315.0,4.0,58.0,,,
0,Chitinophaga,Chitinophaga japonensis,"[104662, 104662, 104662, 2904523]",,,30,,"['49.8', '53.0']",,222.0,96.0,45.0,76.0,,,
0,Chitinophaga,Chitinophaga filiformis,"[104663, 104663, 104663, 1828648]",,,30,,,,392.0,315.0,4.0,58.0,,,
0,Chitinophaga,Chitinophaga sancti,"[1004, 1004, 1004, 1004, 1296]",,,30,,"['45.9', '44.2']",,157.0,64.0,51.0,2.0,,,
0,Chitinophaga,Chitinophaga arvensicola,"[29529, 29529, 29529, 259305]",,,30,,"['46.0', '46']",,25.0,24.0,,1.0,,,
0,Chitinophaga,Chitinophaga pinensis,,,,,,43.8,,203.0,45.0,37.0,85.0,,,
0,Chitinophaga,Chitinophaga pinensis,"[485918, 485918, 485918, 202956]",,negative,12-37,24,"['44.6', '44.58', '45.2']",,6789.0,4418.0,723.0,1270.0,"['chloramphenicol', 'streptomycin', 'tetracycline', 'kanamycin', 'neomycin', 'erythromycin', 'penicillin g']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes']"
0,Ferruginibacter,Ferruginibacter albus,"[2875540, 1428, 1598, 1308, 305, 95486, 28450]",,,,,,,,,,,,,
0,Ferruginibacter,Ferruginibacter yonginensis,,,,,,,,60.0,5.0,49.0,4.0,,,
0,Ferruginibacter,Ferruginibacter paludis,,,,,,,,581.0,416.0,120.0,26.0,,,
0,Ferruginibacter,Ferruginibacter profundus,,,,,,,,147.0,48.0,76.0,4.0,,,
0,Ferruginibacter,Ferruginibacter lapsinanis,,no,negative,,,38.5-39.5,aerobe,,,,,,,
0,Ferruginibacter,Ferruginibacter alkalilentus,,"['no', 'no']","['negative', 'negative']",30,,"['38.5-39.5', '39.4']","['aerobe', 'aerobe']",106.0,26.0,72.0,1.0,,,
0,Filimonas,Filimonas effusa,2508721,,,,,,,,,,,,,
0,Filimonas,Filimonas endophytica,,,,,,46,,1878.0,823.0,457.0,262.0,,,
0,Filimonas,Filimonas aquilariae,,yes,negative,30,30,46.6,aerobe,90.0,24.0,28.0,29.0,,,
0,Filimonas,Filimonas zeae,"[1737353, 1737353, 1737353, 611301]",yes,negative,28,28-30,44.9,aerobe,1878.0,823.0,457.0,262.0,,,
0,Filimonas,Filimonas lacunae,"[477680, 477680, 477680, 477680, 477680, 477680, 853, 384]",yes,negative,10-35,29,45.2,aerobe,1336.0,441.0,466.0,148.0,,,
0,Flavihumibacter,Flavihumibacter soli,"[2705549, 2705549]",no,positive,25-37,30,44.6,obligate aerobe,,,,,,,
0,Flavihumibacter,Flavihumibacter profundi,"[2716883, 2716883, 2021391, 2026734, 1869227, 2026780, 1977087]",,,,,46.5,,2480.0,1023.0,1176.0,34.0,,,
0,Flavihumibacter,Flavihumibacter solisilvae,,,,,,49.5,,521.0,322.0,154.0,22.0,,,
0,Flavihumibacter,Flavihumibacter cheonanensis,,,,,,,,124.0,27.0,60.0,16.0,,,
0,Flavihumibacter,Flavihumibacter petaseus,"[1220578, 1220578, 1220578, 2026763]",no,positive,20-37,28,48.1,aerobe,1354.0,643.0,616.0,65.0,,,
0,Flavihumibacter,Flavihumibacter stibioxidans,"[1834163, 1834163]","['no', 'no']","['positive', 'positive']",28,28,"['47.8', '47.8']","['obligate aerobe', 'aerobe']",1470.0,246.0,1052.0,38.0,,,
0,Flavihumibacter,Flavihumibacter sediminis,"[1571481, 1898112]",no,positive,30,30,47.7,aerobe,177.0,76.0,39.0,1.0,,,
0,Flavisolibacter,Flavisolibacter nicotianae,"[2364882, 2364882]",no,negative,20-40,30,49.7,aerobe,,,,,,,
0,Flavisolibacter,Flavisolibacter galbus,,,,,,,,,,,,,,
0,Flavisolibacter,Flavisolibacter rigui,,,,,,,,347.0,246.0,3.0,26.0,,,
0,Flavisolibacter,Flavisolibacter swuensis,,,,,,45,,,,,,,,
0,Flavisolibacter,Flavisolibacter metallilatus,,no,negative,28,37,49.1,"['aerobe', 'aerobe']",607.0,388.0,56.0,77.0,,,
0,Flavisolibacter,Flavisolibacter sp.,,,,,,,,,,,,,,
0,Flavisolibacter,Flavisolibacter tropicus,"[1492898, 1492898, 1492898]",no,negative,25,25,39.4,aerobe,5224.0,3590.0,1076.0,342.0,,,
0,Flavisolibacter,Flavisolibacter ginsenosidimutans,661481,,,30,,48.9,,,,,,,,
0,Flavisolibacter,Flavisolibacter ginsengisoli,"[1121884, 1121884, 1121884, 244204]","['no', 'no']","['negative', 'negative']",30,30,"['42.7', '40.6']","['aerobe', 'aerobe']",1927.0,1482.0,201.0,142.0,,,
0,Flavisolibacter,Flavisolibacter ginsengiterrae,1121885,"['no', 'no']","['negative', 'negative']",30,30,"['42.7', '43', '41.3', '43.0']","['aerobe', 'aerobe']",1927.0,1482.0,201.0,142.0,,,
0,Lacibacter,Lacibacter luteus,2508719,,,,,,,,,,,,,
0,Lacibacter,Lacibacter daechungensis,,"['yes', 'yes']","['negative', 'negative']",30,30,"['45.7', '45.7']","['aerobe', 'aerobe']",1385.0,146.0,1057.0,39.0,,,
0,Lacibacter,Lacibacter cauensis,"[510947, 510947, 510947, 216816]",yes,positive,20-37,32.5,46.6,aerobe,183.0,42.0,100.0,6.0,,,
0,Lacibacter,Lacibacter nakdongensis,,"['yes', 'yes']","['negative', 'negative']",30,30,"['43.8', '43.8', '43.8']","['aerobe', 'aerobe']",,,,,,,
0,Niabella,Niabella agricola,2891571,,,,,,,,,,,,,
0,Niabella,Niabella beijingensis,"[2872700, 1145149, 1439047]",,,,,,,,,,,,,
0,Niabella,Niabella tibetensis,,,,,,,,21.0,10.0,5.0,2.0,,,
0,Niabella,Niabella terrae,,,,,,,,365.0,267.0,58.0,8.0,,,
0,Niabella,Niabella thaonhiensis,,,,,,47.5,,21.0,10.0,5.0,2.0,,,
0,Niabella,Niabella ginsenosidivorans,"[1176587, 1176587, 1773]",,,,,,,754.0,228.0,153.0,90.0,,,
0,Niabella,Niabella sp.,,,,,,,,3047.0,730.0,1216.0,280.0,,,
0,Niabella,Niabella pedocola,"[1752077, 197]",no,negative,30,25-35,44.7,aerobe,39.0,16.0,4.0,10.0,"['nalidixic acid', 'tetracycline', 'streptomycin', 'neomycin', 'rifampicin', 'cycloheximide', 'gentamicin', 'novobiocin', 'chloramphenicol', 'kanamycin', 'ampicillin', 'trimethoprim', 'sulfamethoxazole', 'penicillin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Niabella,Niabella aquatica,,no,negative,30,30,44.5,obligate aerobe,360.0,26.0,293.0,7.0,,,
0,Niabella,Niabella yanshanensis,,no,negative,,,42,aerobe,998.0,315.0,152.0,171.0,,,
0,Niabella,Niabella ginsengisoli,"[522298, 83334]",no,negative,30,29,"['43', '43']",aerobe,1136.0,553.0,79.0,144.0,,,
0,Niabella,Niabella hibiscisoli,"[1825928, 1639]",no,negative,4-40,25-35,43.1,aerobe,148.0,63.0,16.0,18.0,,,
0,Niabella,Niabella sp.,,,,,,,,39.0,16.0,4.0,10.0,,,
0,Niabella,Niabella drilacis,"[1285928, 1285928, 1285928, 1159019]",,negative,30,,,"['aerobe', 'aerobe']",,,,,,,
0,Niabella,Niabella hirudinis,1285929,,negative,30,,,"['aerobe', 'aerobe']",,,,,,,
0,Niabella,Niabella soli,"[929713, 929713, 929713, 28901]",no,negative,15-35,30,"['45.0', '45']",aerobe,1681.0,564.0,630.0,284.0,,,
0,Niabella,Niabella aurantiaca,"[1122605, 1122605, 1122605, 287]",no,negative,25,27.5,"['45.0', '45', '48.6']",aerobe,1009.0,340.0,291.0,164.0,,,
0,Niastella,Niastella caeni,2569763,,,,,,,,,,,,,
0,Niastella,Niastella soli,2821487,,,,,,,,,,,,,
0,Niastella,Niastella gongjuensis,,,,,,41.4,,469.0,288.0,18.0,146.0,,,
0,Niastella,Niastella vici,1703345,yes,negative,20-42,28,44,obligate aerobe,123.0,91.0,12.0,13.0,,,
0,Niastella,Niastella populi,"[550983, 550983]",no,negative,17-37,30,45.2,aerobe,3831.0,1933.0,1253.0,499.0,,,
0,Niastella,Niastella hibisci,,no,negative,10-40,28,45.3,aerobe,,,,,,,
0,Niastella,Niastella yeongjuensis,"[354355, 354355, 354355, 354355, 158836]",no,negative,15-33,30-33,"['44.3', '44.3']",aerobe,656.0,458.0,13.0,173.0,,,
0,Niastella,Niastella koreensis,"[700598, 354356, 700598, 700598, 700598, 194843]",no,negative,10-37,30-37,"['45.8', '45.8']",aerobe,697.0,506.0,22.0,162.0,,,
0,Panacibacter,Panacibacter ginsenosidivorans,1813871,['no'],"['negative', 'negative']",30,30,"['44.6', '44.6']","['aerobe', 'aerobe']",36752.0,26381.0,5151.0,3821.0,,,
0,Paraflavitalea,Paraflavitalea soli,"[2315862, 2315862]",['yes'],"['negative', 'negative']",10-37,28-30,47.5,obligate aerobe,316.0,271.0,23.0,14.0,,,
0,Phnomibacter,Phnomibacter ginsenosidimutans,2676868,,,,,,,5519.0,469.0,4067.0,411.0,,,
0,Pseudobacter,Pseudobacter ginsenosidimutans,"[661488, 661488, 661488, 573]",no,negative,28,30,47.1,obligate aerobe,,,,,,,
0,Sediminibacterium,Sediminibacterium sp.,,,,,,,,3756.0,190.0,2905.0,89.0,,,
0,Sediminibacterium,Sediminibacterium roseum,"[1978412, 1978412]",yes,negative,28,28,47.8,"['aerobe', 'aerobe']",,,,,"['neomycin', 'minocycline', 'cephradine', 'tetracycline', 'amikacin', 'cephalexin', 'cefuroxime', 'ceftriaxone', 'cefoperazone', 'oxacillin', 'ampicillin', 'penicillin g', 'erythromycin', 'gentamicin', 'kanamycin', 'ceftazidime', 'carbenicillin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Sediminibacterium,Sediminibacterium sp.,,,,,,,,14083.0,2579.0,2659.0,1288.0,,,
0,Sediminibacterium,Sediminibacterium lactis,,no,negative,28,25,"['49.2', '49.2']",aerobe,6400.0,761.0,2808.0,747.0,,,
0,Sediminibacterium,Sediminibacterium aquarii,,yes,negative,30,30,44.7,obligate aerobe,,,,,"['ampicillin', 'carbenicillin', 'novobiocin', 'penicillin g', 'chloramphenicol']","['yes', 'yes', 'yes', 'yes', 'yes']",
0,Sediminibacterium,Sediminibacterium magnilacihabitans,"[669455, 669455, 669455]",,['negative'],28,,"['45.2', '45.2']",aerobe,14083.0,2579.0,2659.0,1288.0,,,
0,Sediminibacterium,Sediminibacterium magnilacihabitans,,,,,,,,14083.0,2579.0,2659.0,1288.0,,,
0,Sediminibacterium,Sediminibacterium goheungense,"[1086393, 1086393, 1086393]",,,,,40.5,,54892.0,17026.0,27764.0,4100.0,,,
